flight_id,flight_date,origin,destination,aircraft_id,aircraft_type,scheduled_departure,scheduled_duration_min,delay_reason,departure_delay_min,cancelled,passengers
FL000262,2025-01-12,HEL,OSL,OH-A144,A350,2025-01-12 17:16:00,134,ATC,24,False,235
FL000263,2025-01-12,HEL,BCN,OH-A138,A321,2025-01-12 21:48:00,300,Ground Handling,56,False,120
FL000264,2025-01-12,HEL,MAD,OH-A124,A350,2025-01-12 08:21:00,209,None,0,False,293
FL000265,2025-01-12,HEL,CPH,OH-A106,A350,2025-01-12 14:11:00,452,Late Aircraft,45,False,275
FL000266,2025-01-12,HEL,AMS,OH-A130,A350,2025-01-12 20:41:00,117,None,0,False,270
FL000267,2025-01-12,HEL,JFK,OH-A146,A320,2025-01-12 08:39:00,561,Weather,5,False,172
FL000268,2025-01-12,HEL,BCN,OH-A141,A350,2025-01-12 09:45:00,267,None,0,False,211
FL000269,2025-01-12,HEL,CPH,OH-A134,A320,2025-01-12 14:39:00,89,None,0,False,157
FL000270,2025-01-12,HEL,ARN,OH-A140,A320,2025-01-12 06:28:00,397,None,0,False,97
FL000271,2025-01-12,HEL,BCN,OH-A113,A350,2025-01-12 18:54:00,606,None,0,False,192
FL000272,2025-01-12,HEL,FRA,OH-A141,A350,2025-01-12 05:41:00,606,None,0,False,194
FL000273,2025-01-13,HEL,ARN,OH-A119,A350,2025-01-13 15:33:00,296,None,0,False,290
FL000274,2025-01-13,HEL,OSL,OH-A105,E190,2025-01-13 12:11:00,355,None,0,False,63
FL000275,2025-01-13,HEL,OSL,OH-A108,A321,2025-01-13 07:45:00,431,None,0,False,155
FL000276,2025-01-13,HEL,OSL,OH-A143,A321,2025-01-13 17:09:00,142,None,0,False,203
FL000277,2025-01-13,HEL,MUC,OH-A128,A321,2025-01-13 14:01:00,331,None,0,False,163
FL000278,2025-01-13,HEL,AMS,OH-A113,A350,2025-01-13 06:40:00,617,None,0,False,228
FL000279,2025-01-13,HEL,NRT,OH-A146,A320,2025-01-13 17:28:00,83,None,0,False,142
FL000280,2025-01-13,HEL,LHR,OH-A129,A350,2025-01-13 15:09:00,74,None,0,False,295
FL000281,2025-01-13,HEL,MUC,OH-A113,A350,2025-01-13 17:11:00,318,Crew,32,False,171
FL000282,2025-01-13,HEL,MAD,OH-A143,A321,2025-01-13 12:45:00,291,Crew,37,False,175
FL000283,2025-01-13,HEL,BCN,OH-A120,A350,2025-01-13 18:13:00,425,Ground Handling,13,False,253
FL000284,2025-01-13,HEL,JFK,OH-A130,A350,2025-01-13 11:16:00,511,Weather,5,False,231
FL000285,2025-01-13,HEL,OSL,OH-A128,A321,2025-01-13 10:56:00,473,None,0,False,126
FL000286,2025-01-13,HEL,MUC,OH-A105,E190,2025-01-13 08:49:00,474,None,0,False,96
FL000287,2025-01-13,HEL,JFK,OH-A104,A321,2025-01-13 18:38:00,594,None,0,False,128
FL000288,2025-01-13,HEL,NRT,OH-A115,A321,2025-01-13 08:12:00,349,Technical,54,False,198
FL000289,2025-01-13,HEL,BCN,OH-A136,A321,2025-01-13 18:23:00,250,None,0,False,159
FL000290,2025-01-13,HEL,MAD,OH-A111,E190,2025-01-13 11:30:00,222,None,0,False,60
FL000291,2025-01-13,HEL,NRT,OH-A107,A350,2025-01-13 12:11:00,85,Technical,6,False,227
FL000292,2025-01-13,HEL,BCN,OH-A109,A320,2025-01-13 12:28:00,302,None,0,False,160
FL000293,2025-01-13,HEL,BKK,OH-A108,A321,2025-01-13 08:55:00,146,None,0,False,158
FL000294,2025-01-13,HEL,CPH,OH-A143,A321,2025-01-13 07:58:00,477,None,0,False,144
FL000295,2025-01-13,HEL,CDG,OH-A100,A350,2025-01-13 16:55:00,297,None,0,False,203
FL000296,2025-01-13,HEL,CPH,OH-A125,A321,2025-01-13 06:00:00,483,None,0,False,203
FL000297,2025-01-13,HEL,CPH,OH-A101,A320,2025-01-13 15:36:00,543,None,0,False,174
FL000298,2025-01-13,HEL,FRA,OH-A139,A350,2025-01-13 13:34:00,567,None,0,False,269
FL000299,2025-01-13,HEL,LHR,OH-A134,A320,2025-01-13 14:52:00,54,None,0,False,133
FL000300,2025-01-14,HEL,MUC,OH-A119,A350,2025-01-14 09:33:00,475,None,0,False,221
FL000301,2025-01-14,HEL,FCO,OH-A116,A320,2025-01-14 14:28:00,616,None,0,False,112
FL000302,2025-01-14,HEL,MUC,OH-A109,A320,2025-01-14 05:59:00,474,Ground Handling,25,False,95
FL000303,2025-01-14,HEL,BCN,OH-A132,A321,2025-01-14 08:15:00,430,None,0,False,207
FL000304,2025-01-14,HEL,JFK,OH-A112,A350,2025-01-14 20:31:00,574,None,0,False,297
FL000305,2025-01-14,HEL,BKK,OH-A139,A350,2025-01-14 08:59:00,286,None,0,False,238
FL000306,2025-01-14,HEL,CPH,OH-A112,A350,2025-01-14 12:18:00,48,None,0,False,267
FL000307,2025-01-14,HEL,MAD,OH-A137,A320,2025-01-14 18:07:00,394,None,0,False,162
FL000308,2025-01-14,HEL,LHR,OH-A110,A320,2025-01-14 05:04:00,434,None,0,False,165
FL000309,2025-01-14,HEL,OSL,OH-A101,A320,2025-01-14 08:32:00,165,None,0,False,156
FL000310,2025-01-14,HEL,JFK,OH-A104,A321,2025-01-14 11:43:00,125,Weather,5,False,130
FL000311,2025-01-14,HEL,ARN,OH-A109,A320,2025-01-14 11:58:00,369,None,0,False,137
FL000312,2025-01-14,HEL,JFK,OH-A130,A350,2025-01-14 16:44:00,469,Late Aircraft,46,False,195
FL000313,2025-01-14,HEL,FCO,OH-A144,A350,2025-01-14 09:10:00,86,Weather,33,False,218
FL000314,2025-01-14,HEL,BKK,OH-A122,E190,2025-01-14 08:24:00,120,None,0,False,65
FL000315,2025-01-14,HEL,MAD,OH-A113,A350,2025-01-14 18:31:00,155,ATC,25,False,244
FL000316,2025-01-14,HEL,NRT,OH-A113,A350,2025-01-14 09:19:00,113,None,0,False,232
FL000317,2025-01-14,HEL,CPH,OH-A119,A350,2025-01-14 08:49:00,579,Crew,43,False,174
FL000318,2025-01-14,HEL,NRT,OH-A107,A350,2025-01-14 15:52:00,497,Technical,64,False,245
FL000319,2025-01-14,HEL,OSL,OH-A140,A320,2025-01-14 19:25:00,187,None,0,False,163
FL000320,2025-01-14,HEL,CDG,OH-A141,A350,2025-01-14 10:11:00,356,None,0,False,244
FL000321,2025-01-14,HEL,CPH,OH-A106,A350,2025-01-14 18:16:00,115,Ground Handling,5,False,170
FL000322,2025-01-15,HEL,OSL,OH-A138,A321,2025-01-15 18:09:00,186,None,0,False,184
FL000323,2025-01-15,HEL,MUC,OH-A138,A321,2025-01-15 10:43:00,153,Ground Handling,53,False,190
FL000324,2025-01-15,HEL,BKK,OH-A107,A350,2025-01-15 11:40:00,610,None,0,False,210
FL000325,2025-01-15,HEL,FCO,OH-A103,A350,2025-01-15 08:46:00,612,None,0,False,175
FL000326,2025-01-15,HEL,ARN,OH-A104,A321,2025-01-15 13:46:00,208,None,0,False,189
FL000327,2025-01-15,HEL,JFK,OH-A123,E190,2025-01-15 18:15:00,553,Technical,5,False,68
FL000328,2025-01-15,HEL,OSL,OH-A114,A320,2025-01-15 20:53:00,423,None,0,False,161
FL000329,2025-01-15,HEL,FCO,OH-A144,A350,2025-01-15 10:26:00,454,None,0,False,239
FL000330,2025-01-15,HEL,BCN,OH-A121,A320,2025-01-15 18:54:00,245,None,0,False,164
FL000331,2025-01-15,HEL,CDG,OH-A119,A350,2025-01-15 19:44:00,588,Weather,31,False,169
FL000332,2025-01-15,HEL,AMS,OH-A110,A320,2025-01-15 17:29:00,473,None,0,False,165
FL000333,2025-01-15,HEL,CPH,OH-A119,A350,2025-01-15 18:35:00,493,None,0,False,196
FL000334,2025-01-15,HEL,BKK,OH-A116,A320,2025-01-15 12:31:00,596,None,0,False,151
FL000335,2025-01-15,HEL,LHR,OH-A144,A350,2025-01-15 06:44:00,350,None,0,False,227
FL000336,2025-01-15,HEL,CDG,OH-A114,A320,2025-01-15 05:17:00,160,Technical,5,False,166
FL000337,2025-01-15,HEL,MUC,OH-A106,A350,2025-01-15 09:28:00,126,ATC,20,False,294
FL000338,2025-01-15,HEL,MAD,OH-A139,A350,2025-01-15 09:56:00,142,None,0,False,191
FL000339,2025-01-15,HEL,MUC,OH-A118,A350,2025-01-15 06:02:00,86,None,0,False,296
FL000340,2025-01-15,HEL,MUC,OH-A125,A321,2025-01-15 17:29:00,520,Technical,35,False,169
FL000341,2025-01-15,HEL,BCN,OH-A114,A320,2025-01-15 12:28:00,412,Weather,22,False,136
FL000342,2025-01-15,HEL,NRT,OH-A108,A321,2025-01-15 06:09:00,313,Technical,37,False,130
FL000343,2025-01-15,HEL,AMS,OH-A136,A321,2025-01-15 18:35:00,186,None,0,False,194
FL000344,2025-01-15,HEL,JFK,OH-A131,E190,2025-01-15 19:59:00,537,Technical,22,False,58
FL000345,2025-01-15,HEL,JFK,OH-A121,A320,2025-01-15 16:03:00,441,None,0,False,167
FL000346,2025-01-15,HEL,BKK,OH-A111,E190,2025-01-15 10:45:00,211,None,0,False,80
FL000347,2025-01-15,HEL,NRT,OH-A107,A350,2025-01-15 20:43:00,403,Weather,15,False,181
FL000348,2025-01-16,HEL,CPH,OH-A123,E190,2025-01-16 15:32:00,92,ATC,5,False,84
FL000349,2025-01-16,HEL,FCO,OH-A128,A321,2025-01-16 17:32:00,619,None,0,False,178
FL000350,2025-01-16,HEL,FRA,OH-A123,E190,2025-01-16 20:40:00,340,None,0,False,99
FL000351,2025-01-16,HEL,ARN,OH-A146,A320,2025-01-16 12:39:00,340,None,0,False,106
FL000352,2025-01-16,HEL,AMS,OH-A104,A321,2025-01-16 05:00:00,382,None,0,False,165
FL000353,2025-01-16,HEL,FRA,OH-A135,A321,2025-01-16 05:32:00,452,None,0,False,124
FL000354,2025-01-16,HEL,CPH,OH-A145,A350,2025-01-16 07:50:00,600,None,0,False,216
FL000355,2025-01-16,HEL,BKK,OH-A130,A350,2025-01-16 12:00:00,222,Technical,5,False,290
FL000356,2025-01-16,HEL,LHR,OH-A124,A350,2025-01-16 17:51:00,134,Crew,5,False,260
FL000357,2025-01-16,HEL,CDG,OH-A113,A350,2025-01-16 09:15:00,246,None,0,False,264
FL000358,2025-01-16,HEL,FRA,OH-A147,A321,2025-01-16 21:50:00,50,None,0,False,183
FL000359,2025-01-16,HEL,JFK,OH-A141,A350,2025-01-16 20:51:00,276,None,0,False,253
FL000360,2025-01-16,HEL,FCO,OH-A139,A350,2025-01-16 10:09:00,174,None,0,False,223
FL000361,2025-01-16,HEL,FCO,OH-A147,A321,2025-01-16 20:24:00,573,Technical,36,False,175
FL000362,2025-01-16,HEL,LHR,OH-A126,A320,2025-01-16 14:31:00,91,None,0,False,128
FL000363,2025-01-16,HEL,JFK,OH-A119,A350,2025-01-16 17:44:00,435,None,0,False,234
FL000364,2025-01-16,HEL,JFK,OH-A106,A350,2025-01-16 08:12:00,292,Crew,5,False,177
FL000365,2025-01-16,HEL,FRA,OH-A136,A321,2025-01-16 14:25:00,611,None,0,False,124
FL000366,2025-01-16,HEL,MUC,OH-A108,A321,2025-01-16 16:08:00,191,None,0,False,114
FL000367,2025-01-16,HEL,ARN,OH-A102,E190,2025-01-16 14:53:00,575,None,0,False,59
FL000368,2025-01-16,HEL,FCO,OH-A107,A350,2025-01-16 15:18:00,343,None,0,False,214
FL000369,2025-01-16,HEL,BKK,OH-A103,A350,2025-01-16 18:38:00,304,ATC,38,False,243
FL000370,2025-01-16,HEL,FRA,OH-A143,A321,2025-01-16 14:20:00,238,None,0,False,191
FL000371,2025-01-16,HEL,MUC,OH-A131,E190,2025-01-16 17:19:00,126,None,0,False,95
FL000372,2025-01-17,HEL,MUC,OH-A130,A350,2025-01-17 13:52:00,491,Weather,60,False,272
FL000373,2025-01-17,HEL,CDG,OH-A129,A350,2025-01-17 16:48:00,391,None,0,False,196
FL000374,2025-01-17,HEL,NRT,OH-A127,A321,2025-01-17 07:45:00,306,None,0,False,153
FL000375,2025-01-17,HEL,FRA,OH-A127,A321,2025-01-17 12:24:00,577,ATC,31,False,133
FL000376,2025-01-17,HEL,FCO,OH-A124,A350,2025-01-17 13:39:00,592,Technical,23,False,164
FL000377,2025-01-17,HEL,AMS,OH-A111,E190,2025-01-17 08:15:00,603,None,0,False,80
FL000378,2025-01-17,HEL,FCO,OH-A102,E190,2025-01-17 20:56:00,397,None,0,False,83
FL000379,2025-01-17,HEL,LHR,OH-A124,A350,2025-01-17 16:15:00,133,None,0,False,262
FL000380,2025-01-17,HEL,FCO,OH-A108,A321,2025-01-17 13:54:00,533,None,0,False,159
FL000381,2025-01-17,HEL,ARN,OH-A144,A350,2025-01-17 07:13:00,602,None,0,False,261
FL000382,2025-01-17,HEL,CPH,OH-A118,A350,2025-01-17 17:22:00,171,Ground Handling,67,False,225
FL000383,2025-01-17,HEL,CDG,OH-A145,A350,2025-01-17 16:09:00,539,Crew,18,False,214
FL000384,2025-01-17,HEL,FRA,OH-A122,E190,2025-01-17 07:06:00,577,Weather,5,False,66
FL000385,2025-01-17,HEL,MAD,OH-A121,A320,2025-01-17 16:24:00,95,None,0,False,148
FL000386,2025-01-17,HEL,AMS,OH-A119,A350,2025-01-17 17:49:00,318,None,0,False,264
FL000387,2025-01-17,HEL,ARN,OH-A101,A320,2025-01-17 17:25:00,531,Crew,57,False,136
FL000388,2025-01-17,HEL,CDG,OH-A112,A350,2025-01-17 08:13:00,419,ATC,18,False,178
FL000389,2025-01-17,HEL,FRA,OH-A112,A350,2025-01-17 08:10:00,132,None,0,False,255
FL000390,2025-01-17,HEL,MUC,OH-A121,A320,2025-01-17 08:34:00,125,None,0,False,130
FL000391,2025-01-17,HEL,MAD,OH-A112,A350,2025-01-17 12:14:00,205,None,0,False,167
FL000392,2025-01-17,HEL,LHR,OH-A115,A321,2025-01-17 17:54:00,419,None,0,False,124
FL000393,2025-01-17,HEL,BCN,OH-A116,A320,2025-01-17 10:30:00,307,Technical,35,False,126
FL000394,2025-01-18,HEL,BCN,OH-A136,A321,2025-01-18 09:50:00,564,Technical,32,False,208
FL000395,2025-01-18,HEL,OSL,OH-A147,A321,2025-01-18 05:43:00,468,None,0,False,165
FL000396,2025-01-18,HEL,ARN,OH-A107,A350,2025-01-18 10:43:00,501,Late Aircraft,32,False,176
FL000397,2025-01-18,HEL,BCN,OH-A140,A320,2025-01-18 10:30:00,339,None,0,False,118
FL000398,2025-01-18,HEL,MUC,OH-A122,E190,2025-01-18 07:13:00,55,None,0,False,100
FL000399,2025-01-18,HEL,FCO,OH-A112,A350,2025-01-18 13:34:00,498,None,0,False,164
FL000400,2025-01-18,HEL,CDG,OH-A144,A350,2025-01-18 13:32:00,464,Late Aircraft,38,False,261
FL000401,2025-01-18,HEL,JFK,OH-A141,A350,2025-01-18 12:37:00,138,None,0,False,279
FL000402,2025-01-18,HEL,AMS,OH-A118,A350,2025-01-18 14:01:00,234,Late Aircraft,22,False,189
FL000403,2025-01-18,HEL,FCO,OH-A101,A320,2025-01-18 11:39:00,276,None,0,False,131
FL000404,2025-01-18,HEL,CPH,OH-A108,A321,2025-01-18 16:28:00,336,None,0,False,152
FL000405,2025-01-18,HEL,CPH,OH-A116,A320,2025-01-18 17:11:00,219,None,0,False,103
FL000406,2025-01-18,HEL,FCO,OH-A140,A320,2025-01-18 14:43:00,77,None,0,False,129
FL000407,2025-01-18,HEL,JFK,OH-A116,A320,2025-01-18 05:39:00,471,None,0,False,171
FL000408,2025-01-18,HEL,BKK,OH-A111,E190,2025-01-18 17:42:00,435,None,0,False,96
FL000409,2025-01-18,HEL,CDG,OH-A144,A350,2025-01-18 15:18:00,175,Weather,7,False,228
FL000410,2025-01-18,HEL,ARN,OH-A116,A320,2025-01-18 07:46:00,347,None,0,False,157
FL000411,2025-01-18,HEL,BKK,OH-A108,A321,2025-01-18 15:25:00,303,None,0,False,172
FL000412,2025-01-18,HEL,BCN,OH-A112,A350,2025-01-18 05:40:00,193,None,0,False,208
FL000413,2025-01-18,HEL,LHR,OH-A113,A350,2025-01-18 05:33:00,519,None,0,False,286
FL000414,2025-01-19,HEL,AMS,OH-A125,A321,2025-01-19 10:20:00,581,Technical,39,False,159
FL000415,2025-01-19,HEL,AMS,OH-A142,A350,2025-01-19 12:23:00,142,Technical,54,False,172
FL000416,2025-01-19,HEL,BKK,OH-A144,A350,2025-01-19 06:36:00,328,Late Aircraft,41,False,200
FL000417,2025-01-19,HEL,CDG,OH-A131,E190,2025-01-19 05:34:00,121,Technical,22,False,78
FL000418,2025-01-19,HEL,CDG,OH-A141,A350,2025-01-19 06:39:00,245,None,0,False,277
FL000419,2025-01-19,HEL,CDG,OH-A102,E190,2025-01-19 12:37:00,424,None,0,False,94
FL000420,2025-01-19,HEL,CDG,OH-A120,A350,2025-01-19 19:56:00,72,None,0,False,286
FL000421,2025-01-19,HEL,CPH,OH-A120,A350,2025-01-19 10:34:00,480,None,0,False,226
FL000422,2025-01-19,HEL,BCN,OH-A112,A350,2025-01-19 13:32:00,260,None,0,False,245
FL000423,2025-01-19,HEL,ARN,OH-A127,A321,2025-01-19 12:01:00,361,Crew,37,False,114
FL000424,2025-01-19,HEL,LHR,OH-A137,A320,2025-01-19 21:26:00,330,Crew,26,False,139
FL000425,2025-01-19,HEL,OSL,OH-A108,A321,2025-01-19 18:54:00,175,None,0,False,129
FL000426,2025-01-19,HEL,CDG,OH-A144,A350,2025-01-19 06:57:00,585,None,0,False,198
FL000427,2025-01-19,HEL,FCO,OH-A102,E190,2025-01-19 15:09:00,238,Technical,25,False,68
FL000428,2025-01-19,HEL,BCN,OH-A112,A350,2025-01-19 16:16:00,85,None,0,False,198
FL000429,2025-01-19,HEL,BKK,OH-A142,A350,2025-01-19 08:09:00,193,None,0,False,208
FL000430,2025-01-19,HEL,CDG,OH-A134,A320,2025-01-19 12:31:00,327,None,0,False,152
FL000431,2025-01-19,HEL,NRT,OH-A147,A321,2025-01-19 12:44:00,484,ATC,50,False,202
FL000432,2025-01-19,HEL,ARN,OH-A104,A321,2025-01-19 06:56:00,561,ATC,16,False,145
FL000433,2025-01-19,HEL,MUC,OH-A117,A321,2025-01-19 12:41:00,437,None,0,False,166
FL000434,2025-01-19,HEL,JFK,OH-A143,A321,2025-01-19 09:18:00,538,Weather,47,False,125
FL000435,2025-01-20,HEL,CPH,OH-A122,E190,2025-01-20 14:14:00,257,None,0,False,66
FL000436,2025-01-20,HEL,CDG,OH-A133,A320,2025-01-20 10:13:00,195,None,0,False,145
FL000437,2025-01-20,HEL,BCN,OH-A133,A320,2025-01-20 21:57:00,351,None,0,False,156
FL000438,2025-01-20,HEL,MAD,OH-A112,A350,2025-01-20 10:05:00,600,ATC,45,False,233
FL000439,2025-01-20,HEL,FRA,OH-A134,A320,2025-01-20 21:50:00,291,Late Aircraft,67,False,150
FL000440,2025-01-20,HEL,CPH,OH-A121,A320,2025-01-20 05:30:00,368,Technical,32,False,105
FL000441,2025-01-20,HEL,JFK,OH-A140,A320,2025-01-20 15:10:00,544,None,0,False,145
FL000442,2025-01-20,HEL,BKK,OH-A128,A321,2025-01-20 13:55:00,529,None,0,False,197
FL000443,2025-01-20,HEL,NRT,OH-A134,A320,2025-01-20 07:38:00,169,None,0,False,163
FL000444,2025-01-20,HEL,FCO,OH-A100,A350,2025-01-20 20:14:00,153,Weather,11,False,208
FL000445,2025-01-20,HEL,AMS,OH-A123,E190,2025-01-20 17:05:00,555,None,0,False,90
FL000446,2025-01-20,HEL,NRT,OH-A109,A320,2025-01-20 07:48:00,603,None,0,False,151
FL000447,2025-01-20,HEL,FRA,OH-A129,A350,2025-01-20 16:47:00,216,Weather,16,True,168
FL000448,2025-01-20,HEL,CPH,OH-A145,A350,2025-01-20 21:47:00,464,Technical,51,False,291
FL000449,2025-01-20,HEL,JFK,OH-A141,A350,2025-01-20 06:34:00,295,None,0,False,206
FL000450,2025-01-20,HEL,CDG,OH-A114,A320,2025-01-20 15:45:00,388,Late Aircraft,15,False,166
FL000451,2025-01-20,HEL,BKK,OH-A100,A350,2025-01-20 17:57:00,148,None,0,False,210
FL000452,2025-01-20,HEL,AMS,OH-A104,A321,2025-01-20 19:01:00,484,ATC,45,False,161
FL000453,2025-01-20,HEL,NRT,OH-A101,A320,2025-01-20 17:40:00,276,None,0,False,101
FL000454,2025-01-20,HEL,MUC,OH-A115,A321,2025-01-20 07:04:00,165,None,0,False,133
FL000455,2025-01-20,HEL,FRA,OH-A139,A350,2025-01-20 07:38:00,378,Crew,41,False,213
FL000456,2025-01-20,HEL,CDG,OH-A104,A321,2025-01-20 08:34:00,441,None,0,False,197
FL000457,2025-01-20,HEL,JFK,OH-A131,E190,2025-01-20 10:31:00,84,None,0,False,62
FL000458,2025-01-20,HEL,ARN,OH-A145,A350,2025-01-20 05:08:00,210,None,0,False,260
FL000459,2025-01-21,HEL,JFK,OH-A127,A321,2025-01-21 21:03:00,522,None,0,False,118
FL000460,2025-01-21,HEL,CPH,OH-A105,E190,2025-01-21 20:37:00,427,None,0,False,86
FL000461,2025-01-21,HEL,CPH,OH-A102,E190,2025-01-21 10:56:00,255,None,0,False,78
FL000462,2025-01-21,HEL,CDG,OH-A133,A320,2025-01-21 18:01:00,220,None,0,False,115
FL000463,2025-01-21,HEL,ARN,OH-A138,A321,2025-01-21 08:36:00,546,None,0,False,171
FL000464,2025-01-21,HEL,NRT,OH-A146,A320,2025-01-21 06:39:00,532,None,0,True,114
FL000465,2025-01-21,HEL,ARN,OH-A105,E190,2025-01-21 10:01:00,72,Late Aircraft,55,False,90
FL000466,2025-01-21,HEL,MUC,OH-A105,E190,2025-01-21 19:26:00,86,Technical,5,True,82
FL000467,2025-01-21,HEL,JFK,OH-A114,A320,2025-01-21 08:21:00,387,None,0,False,174
FL000468,2025-01-21,HEL,FCO,OH-A124,A350,2025-01-21 11:38:00,116,None,0,False,237
FL000469,2025-01-21,HEL,LHR,OH-A133,A320,2025-01-21 12:57:00,478,Technical,5,False,166
FL000470,2025-01-21,HEL,FRA,OH-A135,A321,2025-01-21 19:50:00,216,Ground Handling,74,False,145
FL000471,2025-01-21,HEL,MUC,OH-A123,E190,2025-01-21 08:20:00,284,None,0,False,79
FL000472,2025-01-21,HEL,FCO,OH-A118,A350,2025-01-21 21:36:00,181,None,0,False,234
FL000473,2025-01-21,HEL,AMS,OH-A136,A321,2025-01-21 06:40:00,116,Technical,74,False,133
FL000474,2025-01-21,HEL,LHR,OH-A144,A350,2025-01-21 06:48:00,462,Weather,36,False,172
FL000475,2025-01-21,HEL,JFK,OH-A102,E190,2025-01-21 20:09:00,521,None,0,False,88
FL000476,2025-01-21,HEL,NRT,OH-A144,A350,2025-01-21 08:14:00,445,None,0,False,292
FL000477,2025-01-21,HEL,FRA,OH-A119,A350,2025-01-21 16:24:00,296,Late Aircraft,52,False,265
FL000478,2025-01-21,HEL,ARN,OH-A133,A320,2025-01-21 10:44:00,355,None,0,False,133
FL000479,2025-01-21,HEL,MUC,OH-A123,E190,2025-01-21 19:27:00,277,None,0,False,81
FL000480,2025-01-21,HEL,NRT,OH-A129,A350,2025-01-21 08:13:00,459,Technical,13,False,249
FL000481,2025-01-21,HEL,BKK,OH-A105,E190,2025-01-21 19:21:00,202,ATC,21,False,79
FL000482,2025-01-21,HEL,AMS,OH-A119,A350,2025-01-21 08:05:00,385,Weather,62,False,192
FL000483,2025-01-21,HEL,OSL,OH-A146,A320,2025-01-21 10:01:00,385,None,0,False,122
FL000484,2025-01-22,HEL,FCO,OH-A111,E190,2025-01-22 06:47:00,588,None,0,False,94
FL000485,2025-01-22,HEL,AMS,OH-A118,A350,2025-01-22 18:07:00,525,Technical,10,False,188
FL000486,2025-01-22,HEL,MUC,OH-A102,E190,2025-01-22 20:41:00,600,ATC,49,False,84
FL000487,2025-01-22,HEL,LHR,OH-A110,A320,2025-01-22 18:55:00,474,None,0,False,145
FL000488,2025-01-22,HEL,AMS,OH-A132,A321,2025-01-22 21:09:00,489,Crew,21,False,171
FL000489,2025-01-22,HEL,CDG,OH-A145,A350,2025-01-22 20:55:00,423,None,0,False,281
FL000490,2025-01-22,HEL,ARN,OH-A122,E190,2025-01-22 12:08:00,437,None,0,False,87
FL000491,2025-01-22,HEL,FCO,OH-A111,E190,2025-01-22 19:13:00,227,None,0,False,97
FL000492,2025-01-22,HEL,OSL,OH-A126,A320,2025-01-22 08:39:00,617,None,0,False,159
FL000493,2025-01-22,HEL,AMS,OH-A117,A321,2025-01-22 15:38:00,488,ATC,24,False,118
FL000494,2025-01-22,HEL,OSL,OH-A143,A321,2025-01-22 19:05:00,589,None,0,False,173
FL000495,2025-01-22,HEL,OSL,OH-A130,A350,2025-01-22 16:44:00,340,None,0,False,285
FL000496,2025-01-22,HEL,AMS,OH-A128,A321,2025-01-22 18:17:00,145,None,0,False,191
FL000497,2025-01-22,HEL,NRT,OH-A124,A350,2025-01-22 13:37:00,226,None,0,False,275
FL000498,2025-01-22,HEL,BKK,OH-A111,E190,2025-01-22 13:58:00,124,None,0,False,75
FL000499,2025-01-22,HEL,AMS,OH-A108,A321,2025-01-22 10:26:00,398,None,0,False,137
FL000500,2025-01-22,HEL,MUC,OH-A123,E190,2025-01-22 15:56:00,107,Ground Handling,21,False,100
FL000501,2025-01-22,HEL,BKK,OH-A101,A320,2025-01-22 09:27:00,182,None,0,False,160
FL000502,2025-01-23,HEL,BCN,OH-A122,E190,2025-01-23 11:17:00,520,None,0,False,80
FL000503,2025-01-23,HEL,MAD,OH-A138,A321,2025-01-23 20:47:00,538,ATC,29,False,125
FL000504,2025-01-23,HEL,CPH,OH-A117,A321,2025-01-23 17:16:00,89,None,0,False,132
FL000505,2025-01-23,HEL,FCO,OH-A141,A350,2025-01-23 08:28:00,237,None,0,False,185
FL000506,2025-01-23,HEL,LHR,OH-A141,A350,2025-01-23 15:50:00,486,None,0,False,283
FL000507,2025-01-23,HEL,MUC,OH-A139,A350,2025-01-23 17:27:00,214,None,0,False,286
FL000508,2025-01-23,HEL,MAD,OH-A144,A350,2025-01-23 14:39:00,586,None,0,False,291
FL000509,2025-01-23,HEL,BCN,OH-A125,A321,2025-01-23 16:59:00,307,None,0,False,186
FL000510,2025-01-23,HEL,CDG,OH-A122,E190,2025-01-23 18:39:00,398,None,0,False,65
FL000511,2025-01-23,HEL,AMS,OH-A114,A320,2025-01-23 20:39:00,554,None,0,False,160
FL000512,2025-01-23,HEL,FRA,OH-A104,A321,2025-01-23 07:17:00,200,None,0,False,161
FL000513,2025-01-23,HEL,ARN,OH-A126,A320,2025-01-23 20:32:00,518,ATC,68,False,167
FL000514,2025-01-23,HEL,FCO,OH-A128,A321,2025-01-23 20:18:00,580,None,0,False,168
FL000515,2025-01-23,HEL,CPH,OH-A116,A320,2025-01-23 06:00:00,241,None,0,False,118
FL000516,2025-01-23,HEL,FRA,OH-A128,A321,2025-01-23 19:09:00,330,None,0,False,199
FL000517,2025-01-23,HEL,MAD,OH-A108,A321,2025-01-23 09:06:00,291,None,0,False,158
FL000518,2025-01-23,HEL,CPH,OH-A118,A350,2025-01-23 17:07:00,159,Technical,43,False,259
FL000519,2025-01-23,HEL,BKK,OH-A112,A350,2025-01-23 19:05:00,212,Weather,42,False,282
FL000520,2025-01-23,HEL,AMS,OH-A108,A321,2025-01-23 06:08:00,531,None,0,False,209
FL000521,2025-01-23,HEL,ARN,OH-A118,A350,2025-01-23 06:08:00,473,ATC,42,False,224
FL000522,2025-01-23,HEL,MAD,OH-A125,A321,2025-01-23 17:57:00,105,Crew,32,False,135
FL000523,2025-01-23,HEL,MUC,OH-A127,A321,2025-01-23 08:06:00,186,Technical,30,False,161
FL000524,2025-01-23,HEL,BCN,OH-A135,A321,2025-01-23 11:37:00,375,None,0,False,158
