event_id,flight_id,event_type,severity,reported_at,resolved_hours
EV200381,FL004241,Technical Defect,Low,2025-09-22 10:02:00,1.7
EV200382,FL005451,Delay,High,2025-08-02 06:00:00,0.5
EV200383,FL003781,Technical Defect,Low,2025-03-20 20:40:00,2.4
EV200384,FL008129,Technical Defect,Medium,2025-10-18 07:30:00,2.5
EV200385,FL007788,Delay,Medium,2025-05-04 19:10:00,2.8
EV200386,FL006565,Delay,High,2025-03-25 21:36:00,0.1
EV200387,FL000752,Delay,Low,2025-12-20 14:30:00,4.7
EV200388,FL001902,Baggage Issue,High,2025-08-01 06:50:00,3.5
EV200389,FL002984,Crew Issue,High,2025-11-30 19:19:00,0.6
EV200390,FL001029,Delay,Low,2025-05-13 05:19:00,4.4
EV200391,FL007446,Delay,Low,2025-12-01 18:36:00,4.1
EV200392,FL002252,Fuel Issue,Low,2025-12-21 07:00:00,3.5
EV200393,FL006361,Cleaning Issue,Low,2025-08-10 06:17:00,1.7
EV200394,FL007426,Gate Change,Low,2025-04-24 16:36:00,5.4
EV200395,FL002369,Technical Defect,Medium,2025-07-23 08:50:00,8.3
EV200396,FL005954,Cleaning Issue,Low,2025-08-03 14:15:00,2.4
EV200397,FL005451,Delay,Medium,2025-07-13 18:51:00,0.8
EV200398,FL005251,Delay,Medium,2025-04-28 17:42:00,1.2
EV200399,FL000016,Gate Change,Medium,2025-09-23 15:40:00,1.0
EV200400,FL004517,Delay,High,2025-09-19 21:39:00,3.4
EV200401,FL004376,Cleaning Issue,Medium,2025-01-17 07:13:00,3.6
EV200402,FL000038,Gate Change,Low,2025-08-18 10:37:00,0.1
EV200403,FL007545,Fuel Issue,Low,2025-03-01 12:58:00,1.5
EV200404,FL006236,Delay,Medium,2025-12-16 17:46:00,3.5
EV200405,FL005079,Delay,Medium,2025-04-11 06:44:00,3.3
EV200406,FL002987,Cleaning Issue,Medium,2025-08-09 13:35:00,1.6
EV200407,FL007468,Technical Defect,High,2025-08-23 11:02:00,2.8
EV200408,FL003494,Crew Issue,Medium,2025-10-14 16:43:00,15.5
EV200409,FL000621,Delay,Medium,2025-04-08 10:35:00,2.9
EV200410,FL008209,Delay,Low,2025-10-26 20:30:00,1.0
EV200411,FL004384,Baggage Issue,High,2025-02-22 18:36:00,2.1
EV200412,FL004841,Delay,Medium,2025-01-04 12:06:00,6.2
EV200413,FL005621,Cleaning Issue,Low,2025-02-06 09:02:00,1.9
EV200414,FL001351,Delay,High,2025-01-16 17:19:00,2.5
EV200415,FL000274,Delay,Low,2025-11-23 14:16:00,7.5
EV200416,FL003761,Crew Issue,Low,2025-01-30 05:12:00,1.0
EV200417,FL007117,Technical Defect,Low,2025-09-03 16:09:00,3.2
EV200418,FL008162,Delay,Low,2025-07-12 05:06:00,2.1
EV200419,FL002107,Delay,Low,2025-06-03 17:31:00,3.8
EV200420,FL008108,Baggage Issue,Medium,2025-03-04 21:41:00,2.0
EV200421,FL007104,Delay,Low,2025-02-07 16:25:00,0.7
EV200422,FL006715,Baggage Issue,High,2025-06-30 17:14:00,0.9
EV200423,FL002298,Cleaning Issue,Medium,2025-08-20 19:52:00,7.1
EV200424,FL006023,Delay,Medium,2025-08-22 10:23:00,3.1
EV200425,FL008063,Delay,Medium,2025-08-14 18:50:00,2.3
EV200426,FL004774,Technical Defect,Low,2025-05-26 21:35:00,8.5
EV200427,FL007290,Gate Change,Low,2025-01-03 20:14:00,3.9
EV200428,FL002273,Baggage Issue,Medium,2025-10-21 08:20:00,1.9
EV200429,FL007034,Cleaning Issue,Low,2025-04-28 08:29:00,3.5
EV200430,FL001461,Cleaning Issue,Low,2025-08-30 11:28:00,7.0
EV200431,FL005647,Delay,Medium,2025-10-06 19:56:00,5.3
EV200432,FL002978,Delay,Low,2025-12-29 20:05:00,1.9
EV200433,FL003298,Delay,High,2025-11-11 08:26:00,3.2
EV200434,FL006031,Gate Change,Low,2025-11-14 14:10:00,2.4
EV200435,FL003763,Delay,Low,2025-04-05 11:08:00,13.3
EV200436,FL006929,Crew Issue,Medium,2025-08-18 10:37:00,5.2
EV200437,FL004823,Technical Defect,Low,2025-06-12 09:04:00,1.3
EV200438,FL004210,Delay,High,2025-06-29 08:23:00,5.4
EV200439,FL002196,Crew Issue,Low,2025-10-09 18:28:00,0.5
EV200440,FL005297,Technical Defect,Medium,2025-12-12 07:23:00,0.4
EV200441,FL002106,Cleaning Issue,Medium,2025-08-06 12:44:00,3.3
EV200442,FL006148,Crew Issue,Low,2025-02-17 15:00:00,3.2
EV200443,FL003987,Gate Change,Critical,2025-05-09 17:32:00,3.4
EV200444,FL004366,Delay,Medium,2025-03-22 08:53:00,4.5
EV200445,FL004345,Gate Change,Low,2025-12-20 16:00:00,2.2
EV200446,FL000354,Gate Change,Medium,2025-12-19 17:38:00,5.6
EV200447,FL006551,Fuel Issue,Low,2025-07-05 06:17:00,2.0
EV200448,FL008156,Crew Issue,Low,2025-03-15 08:39:00,3.4
EV200449,FL006119,Cleaning Issue,Low,2025-08-16 21:11:00,1.4
EV200450,FL001495,Baggage Issue,Low,2025-12-08 08:52:00,2.4
EV200451,FL005136,Technical Defect,Medium,2025-07-03 19:38:00,1.9
EV200452,FL001322,Technical Defect,High,2025-03-27 19:33:00,2.5
EV200453,FL005374,Technical Defect,Low,2025-02-17 21:46:00,4.7
EV200454,FL003639,Delay,Low,2025-08-08 15:17:00,5.5
EV200455,FL007160,Delay,Low,2025-07-18 16:12:00,6.0
EV200456,FL004781,Delay,High,2025-05-06 20:58:00,2.0
EV200457,FL000478,Baggage Issue,Low,2025-04-14 12:22:00,3.8
EV200458,FL007154,Delay,Medium,2025-10-05 08:59:00,1.4
EV200459,FL004688,Technical Defect,Low,2025-01-09 17:57:00,4.5
EV200460,FL007296,Delay,High,2025-09-18 06:20:00,0.6
EV200461,FL000497,Baggage Issue,Low,2025-03-02 17:52:00,9.6
EV200462,FL001951,Delay,Low,2025-12-24 13:59:00,1.6
EV200463,FL000904,Gate Change,Low,2025-12-04 06:03:00,4.0
EV200464,FL002436,Fuel Issue,Critical,2025-02-02 10:28:00,15.1
EV200465,FL003908,Gate Change,Medium,2025-10-19 05:14:00,2.2
EV200466,FL005378,Delay,Low,2025-08-04 21:06:00,4.0
EV200467,FL003218,Gate Change,Low,2025-01-09 16:13:00,0.7
EV200468,FL003937,Cleaning Issue,Medium,2025-05-01 17:56:00,3.7
EV200469,FL006029,Gate Change,Low,2025-08-10 05:19:00,1.0
EV200470,FL003397,Technical Defect,Medium,2025-02-22 17:32:00,2.7
EV200471,FL006725,Crew Issue,Low,2025-08-03 11:29:00,0.6
EV200472,FL000951,Gate Change,Low,2025-04-28 08:19:00,3.7
EV200473,FL006490,Cleaning Issue,Medium,2025-06-21 08:42:00,2.4
EV200474,FL006577,Delay,Low,2025-02-24 17:45:00,2.3
EV200475,FL004762,Cleaning Issue,Low,2025-02-23 14:29:00,0.5
EV200476,FL002455,Baggage Issue,High,2025-12-09 18:39:00,3.3
EV200477,FL000050,Gate Change,Medium,2025-12-07 05:38:00,2.3
EV200478,FL008084,Crew Issue,High,2025-10-23 11:20:00,1.5
EV200479,FL000192,Delay,Low,2025-07-08 17:33:00,1.2
EV200480,FL000718,Delay,High,2025-12-04 15:01:00,4.3
EV200481,FL001563,Delay,High,2025-09-24 16:18:00,3.5
EV200482,FL001579,Technical Defect,Low,2025-07-17 07:44:00,2.9
EV200483,FL002204,Technical Defect,Medium,2025-11-06 08:00:00,11.4
EV200484,FL001764,Cleaning Issue,Low,2025-11-11 07:19:00,5.9
EV200485,FL003786,Technical Defect,High,2025-12-17 13:07:00,4.4
EV200486,FL007379,Baggage Issue,Medium,2025-12-29 14:48:00,2.9
EV200487,FL003122,Technical Defect,Medium,2025-02-10 16:00:00,4.1
EV200488,FL001153,Crew Issue,High,2025-12-24 13:59:00,8.6
EV200489,FL001242,Delay,Low,2025-05-20 10:56:00,0.6
EV200490,FL006973,Delay,Low,2025-08-28 18:37:00,3.5
EV200491,FL000793,Delay,Medium,2025-07-11 15:49:00,4.0
EV200492,FL007814,Cleaning Issue,High,2025-04-25 08:41:00,1.0
EV200493,FL000178,Gate Change,Medium,2025-07-30 11:54:00,3.0
EV200494,FL000344,Baggage Issue,Low,2025-08-01 15:32:00,4.8
EV200495,FL000568,Delay,Critical,2025-11-28 17:38:00,4.4
EV200496,FL007585,Technical Defect,Medium,2025-12-25 17:27:00,2.8
EV200497,FL000005,Cleaning Issue,Low,2025-06-25 11:56:00,3.4
EV200498,FL007276,Gate Change,Medium,2025-01-20 07:38:00,3.1
EV200499,FL000266,Delay,Medium,2025-10-06 12:48:00,0.8
EV200500,FL005891,Fuel Issue,High,2025-11-18 19:03:00,2.1
EV200501,FL003675,Delay,Low,2025-06-14 08:22:00,3.0
EV200502,FL002015,Gate Change,Medium,2025-04-26 14:46:00,1.9
EV200503,FL005550,Delay,Low,2025-05-20 16:16:00,4.7
EV200504,FL005854,Fuel Issue,Medium,2025-06-01 21:11:00,0.6
EV200505,FL003439,Cleaning Issue,High,2025-04-07 12:22:00,2.0
EV200506,FL000876,Delay,Medium,2025-05-07 19:28:00,2.3
EV200507,FL002157,Fuel Issue,High,2025-04-22 17:03:00,4.7
EV200508,FL000159,Cleaning Issue,Low,2025-02-16 21:36:00,3.1
EV200509,FL005056,Crew Issue,Medium,2025-08-20 06:22:00,3.2
EV200510,FL002928,Crew Issue,Medium,2025-05-21 17:58:00,2.9
EV200511,FL005195,Baggage Issue,Low,2025-01-20 08:34:00,1.3
EV200512,FL004435,Delay,Medium,2025-08-15 09:37:00,3.2
EV200513,FL005841,Technical Defect,Low,2025-04-25 07:58:00,3.4
EV200514,FL003739,Delay,Low,2025-02-21 14:54:00,2.3
EV200515,FL002336,Delay,Low,2025-09-03 16:34:00,4.1
EV200516,FL005118,Technical Defect,Medium,2025-09-10 08:45:00,1.5
EV200517,FL007856,Delay,Low,2025-02-03 10:05:00,2.2
EV200518,FL005689,Gate Change,Low,2025-10-03 20:42:00,6.9
EV200519,FL001414,Technical Defect,Critical,2025-07-16 19:28:00,1.6
EV200520,FL002107,Delay,Medium,2025-02-27 09:34:00,2.0
EV200521,FL007915,Delay,Medium,2025-06-17 07:48:00,3.5
EV200522,FL005892,Gate Change,Medium,2025-12-29 17:42:00,7.8
EV200523,FL005201,Cleaning Issue,Low,2025-01-24 09:19:00,5.2
EV200524,FL005943,Gate Change,High,2025-06-27 11:00:00,3.4
EV200525,FL002237,Cleaning Issue,Medium,2025-01-29 05:37:00,2.8
EV200526,FL007561,Cleaning Issue,Medium,2025-03-17 15:11:00,0.4
EV200527,FL001636,Baggage Issue,Low,2025-08-07 10:49:00,3.3
EV200528,FL007746,Gate Change,Medium,2025-08-02 12:10:00,1.4
EV200529,FL001904,Gate Change,Low,2025-07-11 13:25:00,1.3
EV200530,FL002576,Delay,Medium,2025-08-01 12:12:00,1.0
EV200531,FL005307,Delay,Low,2025-09-20 17:08:00,5.2
EV200532,FL004087,Delay,Medium,2025-06-20 20:21:00,1.8
EV200533,FL007869,Delay,High,2025-08-16 18:42:00,0.9
EV200534,FL007009,Delay,Low,2025-11-21 10:33:00,2.4
EV200535,FL007128,Delay,Low,2025-06-28 09:18:00,7.2
EV200536,FL004676,Crew Issue,Medium,2025-02-14 10:25:00,1.1
EV200537,FL008062,Technical Defect,Low,2025-06-07 07:28:00,7.9
EV200538,FL005977,Gate Change,Critical,2025-09-11 19:20:00,3.7
EV200539,FL002646,Technical Defect,Low,2025-04-27 14:00:00,7.8
EV200540,FL004911,Technical Defect,Low,2025-05-06 10:14:00,2.4
EV200541,FL003186,Technical Defect,Medium,2025-01-15 18:54:00,5.0
EV200542,FL002257,Gate Change,Medium,2025-12-06 20:27:00,9.7
EV200543,FL006136,Delay,Low,2025-01-29 07:14:00,1.8
EV200544,FL003362,Cleaning Issue,Low,2025-11-11 14:19:00,2.5
EV200545,FL002056,Gate Change,Low,2025-07-30 06:11:00,3.2
EV200546,FL007041,Baggage Issue,Low,2025-09-27 09:10:00,3.6
EV200547,FL002770,Technical Defect,Low,2025-07-31 05:13:00,0.1
EV200548,FL006095,Fuel Issue,Medium,2025-02-03 20:01:00,4.0
EV200549,FL002354,Technical Defect,Medium,2025-01-17 13:52:00,3.3
EV200550,FL003143,Fuel Issue,Medium,2025-04-11 19:01:00,2.0
EV200551,FL003351,Delay,Low,2025-06-08 09:15:00,13.6
EV200552,FL003973,Fuel Issue,Medium,2025-12-16 18:34:00,5.8
EV200553,FL006341,Cleaning Issue,Low,2025-12-12 10:09:00,8.0
EV200554,FL002896,Delay,Medium,2025-02-27 19:44:00,2.2
EV200555,FL000073,Delay,Low,2025-03-12 05:16:00,1.8
EV200556,FL001270,Fuel Issue,Medium,2025-12-12 07:06:00,4.2
EV200557,FL000214,Gate Change,Medium,2025-10-07 20:52:00,3.1
EV200558,FL007493,Delay,High,2025-05-16 10:59:00,1.9
EV200559,FL000031,Gate Change,Low,2025-07-04 08:45:00,2.0
EV200560,FL007567,Cleaning Issue,Medium,2025-01-13 15:33:00,0.8
EV200561,FL005253,Cleaning Issue,Low,2025-10-11 12:34:00,5.9
EV200562,FL000079,Delay,Low,2025-10-26 08:20:00,5.2
EV200563,FL003012,Baggage Issue,Medium,2025-04-11 19:47:00,0.3
EV200564,FL006360,Technical Defect,High,2025-01-27 16:01:00,5.1
EV200565,FL003870,Delay,Medium,2025-12-26 05:14:00,10.2
EV200566,FL006636,Delay,Low,2025-06-25 19:25:00,5.3
EV200567,FL003831,Delay,Medium,2025-05-12 11:48:00,1.7
EV200568,FL002961,Delay,Medium,2025-01-10 07:00:00,3.5
EV200569,FL001669,Baggage Issue,Low,2025-08-16 13:28:00,0.5
EV200570,FL005458,Delay,Low,2025-12-20 06:24:00,1.2
EV200571,FL006494,Gate Change,Low,2025-09-06 11:16:00,5.1
EV200572,FL005648,Crew Issue,Medium,2025-12-17 11:24:00,1.2
EV200573,FL001534,Delay,Low,2025-08-29 18:46:00,2.3
EV200574,FL002909,Technical Defect,Low,2025-09-13 10:33:00,2.7
EV200575,FL005621,Delay,Medium,2025-07-12 19:19:00,5.0
EV200576,FL001745,Gate Change,Medium,2025-10-23 14:30:00,2.4
EV200577,FL006074,Delay,Low,2025-09-04 20:17:00,1.2
EV200578,FL007561,Gate Change,High,2025-08-05 11:20:00,3.6
EV200579,FL002099,Gate Change,Medium,2025-09-05 10:04:00,0.8
EV200580,FL003018,Baggage Issue,Low,2025-11-29 16:04:00,7.4
EV200581,FL005826,Delay,Critical,2025-09-26 10:13:00,0.8
EV200582,FL006108,Cleaning Issue,Medium,2025-06-02 14:37:00,5.3
EV200583,FL001783,Technical Defect,Low,2025-09-22 14:28:00,4.2
EV200584,FL003986,Technical Defect,Low,2025-11-23 09:07:00,5.3
EV200585,FL004320,Baggage Issue,Medium,2025-09-02 16:51:00,1.1
EV200586,FL006843,Cleaning Issue,Low,2025-07-11 19:11:00,1.6
EV200587,FL005890,Baggage Issue,High,2025-11-28 08:52:00,1.8
EV200588,FL001191,Baggage Issue,Low,2025-05-19 17:05:00,2.3
EV200589,FL001197,Baggage Issue,Low,2025-11-23 05:26:00,0.8
EV200590,FL007424,Baggage Issue,Medium,2025-07-16 18:51:00,2.7
EV200591,FL005563,Gate Change,High,2025-01-16 12:39:00,2.8
EV200592,FL007095,Technical Defect,High,2025-01-21 19:26:00,5.2
EV200593,FL001095,Technical Defect,Low,2025-12-24 21:00:00,2.6
EV200594,FL004339,Crew Issue,Low,2025-04-10 13:48:00,0.4
EV200595,FL000585,Technical Defect,Medium,2025-10-17 16:59:00,0.6
EV200596,FL003923,Delay,Low,2025-08-25 17:48:00,1.4
EV200597,FL002869,Technical Defect,Low,2025-08-05 05:46:00,2.3
EV200598,FL002595,Baggage Issue,Low,2025-07-06 21:36:00,8.4
EV200599,FL001794,Gate Change,Critical,2025-08-10 06:17:00,6.0
EV200600,FL001064,Gate Change,Medium,2025-10-12 07:03:00,2.1
EV200601,FL001226,Technical Defect,Low,2025-05-22 10:10:00,1.5
EV200602,FL004389,Delay,Medium,2025-08-23 20:36:00,2.8
EV200603,FL002123,Crew Issue,High,2025-06-07 11:46:00,2.8
EV200604,FL002474,Delay,High,2025-09-04 18:56:00,2.5
EV200605,FL006260,Delay,Medium,2025-05-18 17:29:00,0.8
EV200606,FL003350,Cleaning Issue,High,2025-03-16 10:02:00,1.8
EV200607,FL007069,Technical Defect,Medium,2025-12-12 10:27:00,1.8
EV200608,FL005159,Delay,Medium,2025-12-16 18:34:00,3.4
EV200609,FL007697,Delay,Low,2025-08-06 20:26:00,6.0
EV200610,FL005764,Delay,High,2025-08-24 06:01:00,1.8
EV200611,FL007813,Delay,Low,2025-02-28 13:40:00,3.3
EV200612,FL005974,Delay,Medium,2025-09-26 09:47:00,0.1
EV200613,FL005164,Delay,Low,2025-10-08 14:00:00,3.1
EV200614,FL003095,Cleaning Issue,Low,2025-02-14 15:53:00,1.0
EV200615,FL005697,Gate Change,Low,2025-09-10 14:13:00,1.5
EV200616,FL003339,Delay,Low,2025-03-02 15:18:00,3.4
EV200617,FL002507,Cleaning Issue,High,2025-08-19 20:46:00,2.8
EV200618,FL000235,Crew Issue,Low,2025-10-13 20:41:00,0.4
EV200619,FL007352,Delay,High,2025-04-08 14:52:00,3.5
EV200620,FL002443,Delay,Critical,2025-11-12 07:07:00,8.2
EV200621,FL002864,Delay,Medium,2025-08-13 10:41:00,0.8
EV200622,FL006492,Baggage Issue,High,2025-12-27 10:22:00,1.8
EV200623,FL006036,Gate Change,Medium,2025-10-25 10:35:00,2.3
EV200624,FL005503,Crew Issue,Medium,2025-08-18 05:29:00,2.1
EV200625,FL006447,Technical Defect,Low,2025-03-04 09:59:00,5.0
EV200626,FL008007,Delay,Medium,2025-12-13 20:22:00,4.2
EV200627,FL008033,Delay,Low,2025-07-19 06:01:00,3.2
EV200628,FL003881,Baggage Issue,Low,2025-06-02 18:00:00,2.3
EV200629,FL000264,Technical Defect,Low,2025-03-20 20:40:00,4.2
EV200630,FL001007,Technical Defect,Medium,2025-07-06 05:01:00,0.3
EV200631,FL002063,Delay,Low,2025-07-20 21:16:00,9.0
EV200632,FL004416,Crew Issue,High,2025-01-16 14:53:00,5.2
EV200633,FL003874,Gate Change,Medium,2025-08-22 11:35:00,5.7
EV200634,FL005014,Delay,Medium,2025-01-15 06:09:00,10.9
EV200635,FL006551,Technical Defect,Medium,2025-10-23 20:53:00,5.1
EV200636,FL005885,Baggage Issue,Medium,2025-07-06 20:26:00,0.9
EV200637,FL005960,Baggage Issue,High,2025-07-01 10:54:00,3.0
EV200638,FL006970,Technical Defect,Medium,2025-05-27 21:13:00,5.0
EV200639,FL000621,Baggage Issue,Low,2025-12-06 10:42:00,2.9
EV200640,FL003207,Baggage Issue,Medium,2025-09-30 06:43:00,3.2
EV200641,FL007041,Delay,Critical,2025-11-28 12:14:00,6.2
EV200642,FL001035,Gate Change,Low,2025-10-28 19:39:00,2.3
EV200643,FL003388,Delay,Medium,2025-10-25 14:29:00,7.2
EV200644,FL006455,Crew Issue,Low,2025-10-31 17:49:00,1.6
EV200645,FL007026,Fuel Issue,Critical,2025-07-21 07:49:00,3.2
EV200646,FL006760,Delay,High,2025-04-28 09:30:00,0.4
EV200647,FL007260,Delay,High,2025-03-12 13:06:00,0.4
EV200648,FL000471,Crew Issue,Low,2025-04-11 05:00:00,12.5
EV200649,FL007541,Baggage Issue,Low,2025-08-25 05:55:00,2.9
EV200650,FL004040,Technical Defect,Medium,2025-06-03 12:20:00,2.3
EV200651,FL006455,Delay,Low,2025-09-14 18:56:00,3.5
EV200652,FL002213,Delay,Low,2025-07-28 06:31:00,4.2
EV200653,FL006189,Delay,Low,2025-06-29 10:10:00,1.0
EV200654,FL001136,Cleaning Issue,Low,2025-03-29 15:03:00,5.1
EV200655,FL004194,Baggage Issue,Low,2025-12-19 05:33:00,1.9
EV200656,FL000300,Gate Change,Low,2025-07-15 09:24:00,11.9
EV200657,FL004570,Cleaning Issue,Medium,2025-02-06 21:39:00,3.2
EV200658,FL008142,Technical Defect,Low,2025-05-23 17:04:00,0.2
EV200659,FL004243,Fuel Issue,Medium,2025-11-08 17:16:00,1.8
EV200660,FL000335,Fuel Issue,Medium,2025-04-27 19:57:00,3.2
EV200661,FL004236,Delay,Low,2025-11-25 09:27:00,0.7
EV200662,FL001666,Cleaning Issue,Low,2025-04-05 19:46:00,3.8
EV200663,FL001731,Crew Issue,Critical,2025-08-17 17:09:00,4.3
EV200664,FL004777,Technical Defect,Low,2025-07-06 05:17:00,2.4
EV200665,FL002695,Technical Defect,High,2025-11-20 13:43:00,0.2
EV200666,FL003150,Delay,Low,2025-04-14 10:12:00,9.4
EV200667,FL001457,Crew Issue,Low,2025-03-21 15:40:00,0.5
EV200668,FL005222,Delay,High,2025-03-30 15:09:00,1.9
EV200669,FL005896,Technical Defect,Medium,2025-05-07 12:13:00,4.8
EV200670,FL007337,Technical Defect,Medium,2025-04-10 12:23:00,4.1
EV200671,FL003454,Technical Defect,Medium,2025-03-09 07:10:00,1.3
EV200672,FL000201,Delay,Critical,2025-07-30 16:19:00,1.3
EV200673,FL001998,Delay,Low,2025-04-26 13:46:00,3.0
EV200674,FL008095,Baggage Issue,Low,2025-02-27 14:55:00,1.0
EV200675,FL006566,Technical Defect,Low,2025-03-03 15:18:00,2.9
EV200676,FL004382,Baggage Issue,Medium,2025-02-12 19:31:00,5.2
EV200677,FL007356,Technical Defect,Low,2025-03-02 08:30:00,1.8
EV200678,FL002073,Technical Defect,High,2025-12-09 21:29:00,2.5
EV200679,FL000039,Cleaning Issue,Low,2025-01-11 12:05:00,3.7
EV200680,FL005384,Delay,Low,2025-12-14 18:52:00,6.9
EV200681,FL007214,Technical Defect,Low,2025-09-29 05:56:00,3.9
EV200682,FL001086,Technical Defect,Critical,2025-04-15 20:51:00,1.6
EV200683,FL000220,Delay,Medium,2025-04-22 13:48:00,5.8
EV200684,FL006063,Delay,Low,2025-02-04 16:41:00,4.9
EV200685,FL005831,Cleaning Issue,Medium,2025-08-11 05:01:00,5.6
EV200686,FL000334,Delay,Medium,2025-01-27 12:30:00,2.1
EV200687,FL007204,Baggage Issue,High,2025-09-10 17:31:00,6.4
EV200688,FL008034,Delay,Low,2025-06-16 18:57:00,1.8
EV200689,FL001937,Delay,Low,2025-09-02 12:11:00,1.3
EV200690,FL006934,Crew Issue,Low,2025-12-14 11:12:00,6.5
EV200691,FL007751,Baggage Issue,High,2025-12-06 11:14:00,2.8
EV200692,FL003678,Technical Defect,High,2025-03-13 12:46:00,2.9
EV200693,FL005916,Delay,Low,2025-09-19 08:36:00,1.0
EV200694,FL003897,Technical Defect,Medium,2025-07-20 11:33:00,1.1
EV200695,FL008081,Fuel Issue,Medium,2025-08-12 10:18:00,1.4
EV200696,FL000750,Crew Issue,Low,2025-01-29 09:54:00,1.9
EV200697,FL001640,Fuel Issue,Low,2025-02-18 08:37:00,2.0
EV200698,FL001936,Delay,Low,2025-03-04 05:54:00,0.4
EV200699,FL001054,Technical Defect,Medium,2025-01-08 18:54:00,4.9
EV200700,FL000589,Baggage Issue,High,2025-02-07 10:48:00,9.3
EV200701,FL005435,Fuel Issue,Low,2025-09-21 20:01:00,1.0
EV200702,FL004896,Gate Change,Low,2025-04-29 17:41:00,2.7
EV200703,FL004230,Delay,Medium,2025-11-13 13:24:00,5.5
EV200704,FL006105,Technical Defect,Medium,2025-10-12 12:05:00,6.2
EV200705,FL006693,Fuel Issue,Low,2025-08-06 15:54:00,1.9
EV200706,FL002216,Crew Issue,Low,2025-05-14 14:31:00,5.7
EV200707,FL003525,Cleaning Issue,Low,2025-12-28 11:10:00,0.8
EV200708,FL005350,Crew Issue,Low,2025-08-19 21:32:00,0.1
EV200709,FL000017,Delay,High,2025-11-20 15:32:00,1.9
EV200710,FL004178,Delay,Medium,2025-04-10 17:09:00,9.8
EV200711,FL003985,Technical Defect,High,2025-12-08 08:52:00,2.8
EV200712,FL002248,Delay,High,2025-04-13 09:34:00,12.4
EV200713,FL005470,Baggage Issue,Medium,2025-09-23 05:15:00,0.9
EV200714,FL002714,Technical Defect,High,2025-12-31 07:19:00,1.6
EV200715,FL002565,Delay,Low,2025-12-17 20:48:00,4.7
EV200716,FL005958,Delay,Medium,2025-05-12 09:51:00,6.5
EV200717,FL004125,Cleaning Issue,High,2025-08-07 11:47:00,4.0
EV200718,FL001634,Crew Issue,Medium,2025-09-21 11:10:00,1.8
EV200719,FL004957,Delay,Medium,2025-06-21 19:54:00,12.1
EV200720,FL002691,Crew Issue,Medium,2025-07-03 06:01:00,2.5
EV200721,FL005899,Cleaning Issue,Low,2025-01-17 08:15:00,1.8
EV200722,FL003956,Crew Issue,Low,2025-02-01 16:29:00,3.7
EV200723,FL001936,Technical Defect,Low,2025-12-02 21:34:00,5.1
EV200724,FL000678,Delay,Low,2025-01-29 05:26:00,1.7
EV200725,FL002209,Crew Issue,Medium,2025-05-24 07:02:00,1.0
EV200726,FL005408,Delay,Medium,2025-10-07 14:54:00,5.6
EV200727,FL005642,Delay,High,2025-02-06 08:44:00,0.1
EV200728,FL006797,Delay,Medium,2025-11-14 21:27:00,1.1
EV200729,FL002911,Delay,High,2025-09-17 15:13:00,1.1
EV200730,FL007532,Delay,Low,2025-06-08 10:22:00,1.6
EV200731,FL006164,Technical Defect,Low,2025-05-02 18:58:00,5.3
EV200732,FL002714,Delay,Low,2025-02-04 17:14:00,5.9
EV200733,FL002198,Gate Change,Low,2025-07-17 16:00:00,2.7
EV200734,FL004696,Cleaning Issue,Medium,2025-10-07 16:25:00,7.2
EV200735,FL006201,Delay,Medium,2025-12-30 07:32:00,9.0
EV200736,FL003867,Baggage Issue,High,2025-04-11 05:38:00,2.3
EV200737,FL001295,Delay,Low,2025-08-27 19:09:00,4.4
EV200738,FL006305,Baggage Issue,High,2025-01-11 20:48:00,1.4
EV200739,FL003716,Delay,Medium,2025-01-10 08:34:00,0.3
EV200740,FL000245,Fuel Issue,High,2025-03-13 10:42:00,2.7
EV200741,FL001574,Delay,Medium,2025-01-20 05:08:00,3.2
EV200742,FL004743,Delay,Low,2025-04-22 10:39:00,4.1
EV200743,FL004238,Baggage Issue,Medium,2025-07-31 05:13:00,2.6
EV200744,FL001369,Baggage Issue,Critical,2025-03-02 09:38:00,0.5
EV200745,FL005752,Technical Defect,Low,2025-01-19 06:39:00,1.9
EV200746,FL005223,Delay,Medium,2025-05-19 17:19:00,6.3
EV200747,FL004333,Baggage Issue,Low,2025-01-03 12:26:00,0.6
EV200748,FL000614,Cleaning Issue,Medium,2025-08-16 16:35:00,2.6
EV200749,FL001315,Baggage Issue,Medium,2025-04-28 08:29:00,1.8
EV200750,FL001490,Delay,Low,2025-10-10 09:36:00,2.1
EV200751,FL007568,Cleaning Issue,Low,2025-01-21 19:26:00,5.7
EV200752,FL001847,Baggage Issue,Low,2025-05-06 10:14:00,10.5
EV200753,FL000040,Gate Change,Low,2025-11-08 13:06:00,1.5
EV200754,FL002342,Delay,Low,2025-05-11 20:09:00,0.8
EV200755,FL006001,Delay,Low,2025-05-17 14:33:00,1.1
EV200756,FL001741,Technical Defect,Medium,2025-01-12 14:11:00,1.1
EV200757,FL005936,Gate Change,Medium,2025-06-24 17:47:00,2.7
EV200758,FL000230,Technical Defect,Low,2025-09-14 21:02:00,5.6
EV200759,FL007361,Baggage Issue,Low,2025-10-04 07:49:00,2.0
EV200760,FL004495,Delay,Low,2025-02-28 07:00:00,1.3
EV200761,FL007074,Fuel Issue,Low,2025-05-02 17:46:00,5.7
EV200762,FL005912,Delay,Low,2025-01-27 15:18:00,0.7
EV200763,FL001235,Cleaning Issue,Low,2025-04-29 07:07:00,2.8
