work_order_id,aircraft_id,opened_date,maintenance_type,priority,status,technician_hours,parts_cost_eur,downtime_hours
WO101284,OH-A120,2025-08-29,Unscheduled,Medium,Open,4.3,233.82,2.9
WO101285,OH-A110,2025-12-05,Cabin,Medium,Closed,4.8,1148.33,10.6
WO101286,OH-A147,2025-08-02,Engine,High,Closed,2.4,384.87,9.7
WO101287,OH-A115,2025-04-08,Inspection,Low,Closed,4.3,658.37,3.4
WO101288,OH-A144,2025-01-02,Unscheduled,Low,Closed,9.1,1218.9,17.3
WO101289,OH-A140,2025-12-07,Unscheduled,Medium,Closed,5.9,121.25,11.8
WO101290,OH-A132,2025-08-10,Unscheduled,Medium,Closed,7.8,315.08,16.7
WO101291,OH-A137,2025-09-05,Unscheduled,Medium,Closed,3.0,614.68,18.4
WO101292,OH-A126,2025-09-23,Engine,Low,In Progress,9.7,491.71,2.9
WO101293,OH-A132,2025-10-20,Inspection,Medium,In Progress,6.1,110.28,18.3
WO101294,OH-A113,2025-11-07,Unscheduled,Medium,Closed,4.9,809.58,13.0
WO101295,OH-A102,2025-11-14,Cabin,High,Closed,5.3,423.15,11.6
WO101296,OH-A129,2025-03-09,Scheduled,Low,Closed,6.6,458.62,7.0
WO101297,OH-A138,2025-04-19,Scheduled,critical,In Progress,6.5,323.32,17.6
WO101298,OH-A140,2025-01-14,Unscheduled,High,Closed,13.0,16.75,19.3
WO101299,OH-A136,2025-02-14,Cabin,Medium,Closed,6.8,696.08,11.1
WO101300,OH-A147,2025-12-11,Scheduled,Medium,Closed,6.6,726.34,11.7
WO101301,OH-A128,2025-06-04,Scheduled,Low,Closed,5.8,264.69,28.5
WO101302,OH-A108,2025-09-06,Unscheduled,Medium,Closed,7.4,91.42,0.6
WO101303,OH-A109,2025-07-26,Cabin,High,Open,10.3,236.18,20.7
WO101304,OH-A113,2025-06-16,Unscheduled,Low,Closed,1.7,1091.16,8.7
WO101305,OH-A146,2025-03-01,Inspection,High,Closed,1.6,268.31,21.8
WO101306,OH-A142,2025-09-22,Engine,Low,Closed,5.6,412.62,4.4
WO101307,OH-A134,2025-10-02,Inspection,High,Closed,3.9,289.0,10.9
WO101308,OH-A141,2025-02-27,Scheduled,Medium,Closed,6.4,553.01,10.7
WO101309,OH-A116,2025-04-28,Scheduled,Medium,Closed,6.5,108.11,12.4
WO101310,OH-A134,2025-12-16,Scheduled,High,Closed,5.6,329.56,7.3
WO101311,OH-A108,2025-11-08,Component Replacement,Medium,Closed,11.8,1207.46,5.9
WO101312,OH-A104,2025-08-27,Engine,Low,Closed,3.6,161.25,12.4
WO101313,OH-A130,2025-12-17,Scheduled,High,Closed,4.1,306.49,13.4
WO101314,OH-A133,2025-11-17,Unscheduled,Low,Closed,13.7,1156.24,8.1
WO101315,OH-A128,2025-08-13,Scheduled,High,Closed,2.7,851.25,12.0
WO101316,OH-A122,2025-07-23,Unscheduled,Low,Closed,5.4,634.21,24.2
WO101317,OH-A129,2025-08-25,Unscheduled,Medium,Closed,5.0,595.17,9.1
WO101318,OH-A117,2025-10-20,Cabin,Medium,Closed,8.2,585.82,1.4
WO101319,OH-A114,2025-12-17,Unscheduled,Medium,Closed,6.0,320.39,11.2
WO101320,OH-A112,2025-04-30,Scheduled,Medium,Closed,2.5,1214.54,3.3
WO101321,OH-A117,2025-04-20,Inspection,Medium,Open,4.6,252.52,10.4
WO101322,OH-A115,2025-02-18,Cabin,Medium,Closed,4.2,149.26,15.6
WO101323,OH-A107,2025-01-04,Unscheduled,Low,Closed,9.1,101.1,7.8
WO101324,OH-A125,2025-05-10,Engine,High,Open,13.7,217.75,14.5
WO101325,OH-A119,2025-04-02,Unscheduled,Low,Open,11.8,215.0,14.7
WO101326,OH-A107,2025-11-24,Inspection,High,Closed,5.9,198.07,18.5
WO101327,OH-A143,2025-06-28,Unscheduled,Medium,Closed,10.6,124.51,26.6
WO101328,OH-A124,2025-09-12,Engine,High,Closed,10.7,586.41,21.9
WO101329,OH-A106,2025-03-17,Inspection,Low,Closed,15.3,156.57,1.0
WO101330,OH-A102,2025-06-16,Unscheduled,High,In Progress,0.5,698.16,5.7
WO101331,OH-A104,2025-10-23,Component Replacement,Medium,Closed,4.9,829.65,4.3
WO101332,OH-A119,2025-03-27,Scheduled,Critical,Closed,8.8,5286.97,13.1
WO101333,OH-A111,2025-05-24,Scheduled,Low,Closed,4.0,256.06,7.9
WO101334,OH-A146,2025-08-07,Scheduled,High,Closed,2.5,343.89,4.8
WO101335,OH-A122,2025-03-15,Inspection,Medium,Closed,3.0,191.27,5.8
WO101336,OH-A135,2025-08-05,Engine,Critical,Closed,7.6,125.02,6.4
WO101337,OH-A111,2025-08-13,Inspection,Medium,Closed,4.2,265.01,14.4
WO101338,OH-A103,2025-07-13,Unscheduled,Low,Closed,3.0,185.67,2.3
WO101339,OH-A116,2025-03-02,Scheduled,High,Open,13.9,123.47,4.8
WO101340,OH-A133,2025-09-27,Cabin,Medium,Closed,7.5,511.15,0.7
WO101341,OH-A136,2025-11-02,Scheduled,Medium,Closed,12.7,138.1,14.3
WO101342,OH-A109,2025-03-30,Scheduled,Medium,Closed,4.9,710.44,17.4
WO101343,OH-A114,2025-02-10,Engine,High,Closed,9.9,949.4,11.9
WO101344,OH-A122,2025-07-06,Cabin,Medium,Closed,3.4,169.91,13.1
WO101345,OH-A116,2025-03-05,Scheduled,Medium,Closed,4.2,1633.55,10.0
WO101346,OH-A114,2025-04-23,Inspection,High,Closed,4.8,602.56,11.7
WO101347,OH-A147,2025-08-28,Component Replacement,Low,Closed,4.3,375.07,1.7
WO101348,OH-A144,2025-03-17,Scheduled,Low,Closed,2.9,68.13,11.5
WO101349,OH-A117,2025-05-14,Cabin,High,Closed,4.5,72.73,4.5
WO101350,OH-A102,2025-05-02,Unscheduled,Medium,Closed,2.2,1944.31,13.2
WO101351,OH-A117,2025-09-19,Unscheduled,Low,Closed,6.4,1509.66,7.4
WO101352,OH-A142,2025-10-21,Scheduled,Medium,Closed,11.3,1997.45,20.3
WO101353,OH-A143,2025-11-15,Scheduled,Low,Closed,3.9,2584.49,10.3
WO101354,OH-A133,2025-02-11,Scheduled,Critical,Closed,5.6,1595.13,4.1
WO101355,OH-A132,2025-10-09,Unscheduled,High,Closed,10.7,512.03,3.1
WO101356,OH-A117,2025-04-11,Cabin,High,Closed,14.1,706.14,4.5
WO101357,OH-A121,2025-11-23,Unscheduled,High,Closed,10.2,203.5,8.5
WO101358,OH-A142,2025-07-14,Unscheduled,High,Open,6.5,512.14,19.5
WO101359,OH-A110,2025-12-03,Unscheduled,Medium,Closed,8.3,850.32,6.2
WO101360,OH-A119,2025-05-27,Scheduled,Medium,Closed,8.7,866.82,11.2
WO101361,OH-A142,2025-04-28,Inspection,High,Closed,8.4,355.86,2.9
WO101362,OH-A133,2025-10-30,Unscheduled,Medium,Closed,4.2,53.0,12.9
WO101363,OH-A105,2025-05-11,Unscheduled,Critical,Closed,9.6,88.83,7.7
WO101364,OH-A137,2025-10-12,Inspection,High,Closed,11.2,649.37,11.1
WO101365,OH-A103,2025-01-19,Unscheduled,Low,Closed,1.1,243.38,21.5
WO101366,OH-A113,2025-09-05,Engine,Medium,Closed,4.9,784.64,9.2
WO101367,OH-A144,2025-11-28,Inspection,Low,Open,7.9,119.43,3.2
WO101368,OH-A103,2025-04-14,Scheduled,High,Closed,7.0,1574.33,9.7
WO101369,OH-A109,2025-12-26,Scheduled,High,Closed,8.0,157.97,9.5
WO101370,OH-A141,2025-01-08,Scheduled,Medium,Closed,3.2,1766.08,14.5
WO101371,OH-A132,2025-02-15,Cabin,Low,Closed,1.1,85.5,9.1
WO101372,OH-A111,2025-04-25,Engine,Medium,Closed,6.7,737.56,20.9
WO101373,OH-A116,2025-04-25,Cabin,Low,Closed,5.8,158.94,14.9
WO101374,OH-A144,2025-08-08,Component Replacement,Medium,Closed,11.0,399.87,9.3
WO101375,OH-A129,2025-11-13,Cabin,Critical,Closed,8.0,1183.63,8.5
WO101376,OH-A115,2025-02-07,Unscheduled,Medium,Closed,1.2,994.03,3.8
WO101377,OH-A106,2025-10-01,Inspection,Medium,Closed,8.1,177.13,6.7
WO101378,OH-A119,2025-10-28,Unscheduled,High,Closed,12.8,218.64,2.3
WO101379,OH-A115,2025-08-01,Engine,High,Closed,10.8,83.7,7.8
WO101380,OH-A120,2025-12-27,Cabin,Low,Closed,8.0,67.22,1.9
WO101381,OH-A102,2025-02-05,Component Replacement,Low,Closed,4.5,175.24,9.5
WO101382,OH-A122,2025-09-27,Component Replacement,Low,Closed,5.5,171.62,3.5
WO101383,OH-A111,2025-06-02,Cabin,Low,Open,5.4,89.45,11.3
WO101384,OH-A146,2025-06-01,Scheduled,Low,Closed,8.8,328.55,8.9
WO101385,OH-A113,2025-08-08,Unscheduled,Medium,In Progress,8.5,390.56,5.8
WO101386,OH-A111,2025-10-18,Component Replacement,Medium,Closed,6.4,398.11,2.8
WO101387,OH-A114,2025-06-25,Inspection,Low,Closed,10.4,181.46,8.4
WO101388,OH-A129,2025-04-10,Inspection,Medium,Closed,3.9,226.09,8.0
WO101389,OH-A135,2025-04-08,Unscheduled,Medium,Closed,9.9,293.88,25.7
WO101390,OH-A114,2025-12-15,Scheduled,Low,Closed,14.2,913.29,6.5
WO101391,OH-A133,2025-06-01,Cabin,Low,Closed,12.1,205.04,13.8
WO101392,OH-A106,2025-05-14,Component Replacement,Low,Closed,9.9,75.29,5.1
WO101393,OH-A109,2025-07-26,Inspection,Medium,Closed,4.4,292.61,4.0
WO101394,OH-A113,2025-09-09,Scheduled,Medium,Closed,7.4,260.81,12.0
WO101395,OH-A133,2025-01-14,Scheduled,Medium,Closed,13.0,80.23,6.2
WO101396,OH-A126,2025-01-07,Unscheduled,Low,In Progress,8.7,270.62,8.3
WO101397,OH-A122,2025-07-29,Scheduled,Low,Closed,7.1,166.52,1.0
WO101398,OH-A129,2025-08-19,Scheduled,Low,Closed,8.7,373.19,5.3
WO101399,OH-A109,2025-06-29,Scheduled,Medium,In Progress,16.5,613.88,5.8
WO101400,OH-A112,2025-04-19,Scheduled,Medium,Closed,11.9,235.91,3.7
WO101401,OH-A133,2025-10-13,Scheduled,Medium,Closed,15.0,672.54,6.7
WO101402,OH-A147,2025-02-07,Component Replacement,Medium,Closed,11.5,297.05,2.1
WO101403,OH-A100,2025-08-22,Inspection,Low,Closed,5.5,309.66,9.5
WO101404,OH-A117,2025-06-08,Unscheduled,Low,Open,3.3,296.15,6.7
WO101405,OH-A142,2025-05-14,Cabin,Medium,Closed,5.4,332.31,6.3
WO101406,OH-A139,2025-02-08,Unscheduled,Medium,Closed,7.0,101.85,12.0
WO101407,OH-A112,2025-09-02,Engine,High,Open,11.1,64.78,3.8
WO101408,OH-A101,2025-03-09,Scheduled,Medium,Closed,10.1,1233.91,21.4
WO101409,OH-A127,2025-07-17,Scheduled,Medium,Closed,3.9,498.48,3.7
WO101410,OH-A133,2025-11-23,Unscheduled,High,Closed,7.3,234.48,15.1
WO101411,OH-A112,2025-09-28,Cabin,High,Closed,12.9,1168.25,19.4
WO101412,OH-A114,2025-01-24,Cabin,High,Closed,4.0,7075.57,1.5
WO101413,OH-A132,2025-12-25,Unscheduled,Low,Closed,6.0,90.01,4.8
WO101414,OH-A125,2025-08-17,Engine,Low,Closed,5.3,388.02,2.9
WO101415,OH-A113,2025-10-31,Scheduled,Medium,Closed,10.5,786.14,11.8
WO101416,OH-A140,2025-01-23,Inspection,Medium,Closed,15.3,79.03,5.3
WO101417,OH-A143,2025-11-30,Scheduled,Medium,Closed,5.1,87.65,3.9
WO101418,OH-A134,2025-09-20,Inspection,Medium,Closed,4.4,1046.07,7.3
WO101419,OH-A145,2025-11-19,Scheduled,Medium,Closed,2.8,382.14,8.5
WO101420,OH-A117,2025-12-23,Inspection,Medium,Closed,6.7,201.61,17.7
WO101421,OH-A105,2025-11-04,Unscheduled,Low,Closed,10.9,78.2,17.8
WO101422,OH-A135,2025-06-06,Inspection,Medium,Closed,2.1,559.08,4.7
WO101423,OH-A126,2025-11-03,Scheduled,Medium,Closed,6.2,99.33,2.4
WO101424,OH-A119,2025-12-20,Unscheduled,Low,Closed,8.0,145.63,10.7
WO101425,OH-A112,2025-11-28,Unscheduled,Low,Closed,10.1,155.13,7.1
WO101426,OH-A103,2025-08-23,Scheduled,Medium,Closed,7.7,287.48,18.6
WO101427,OH-A108,2025-12-16,Unscheduled,High,Closed,3.2,134.14,19.0
WO101428,OH-A131,2025-08-06,Scheduled,Low,Closed,4.5,156.04,11.2
WO101429,OH-A110,2025-06-12,Unscheduled,Medium,In Progress,13.6,1037.93,9.2
WO101430,OH-A144,2025-03-04,Unscheduled,Low,Closed,9.3,477.18,9.9
WO101431,OH-A122,2025-06-19,Inspection,Medium,Closed,5.0,409.68,9.1
WO101432,OH-A104,2025-12-14,Unscheduled,Medium,Closed,6.2,624.03,9.7
WO101433,OH-A131,2025-02-13,Scheduled,Medium,Closed,3.6,139.91,5.9
WO101434,OH-A133,2025-11-11,Scheduled,Medium,Closed,1.9,580.26,5.4
WO101435,OH-A108,2025-08-23,Inspection,High,Closed,6.4,618.2,6.2
WO101436,OH-A140,2025-02-18,Engine,Medium,Closed,4.3,144.94,24.7
WO101437,OH-A135,2025-03-24,Scheduled,Medium,Closed,8.1,732.67,1.0
WO101438,OH-A128,2025-01-11,Scheduled,High,Closed,17.2,510.65,5.4
WO101439,OH-A105,2025-09-28,Component Replacement,Medium,Closed,7.8,524.44,6.2
WO101440,OH-A123,2025-05-12,Unscheduled,Low,Closed,7.8,2135.03,10.7
WO101441,OH-A146,2025-03-09,Scheduled,Low,Closed,10.8,455.94,5.1
WO101442,OH-A111,2025-02-28,Scheduled,High,Closed,2.8,160.23,19.7
WO101443,OH-A144,2025-07-04,Cabin,High,Closed,8.7,459.58,16.9
WO101444,OH-A109,2025-05-03,Unscheduled,Low,Closed,3.5,408.82,20.4
WO101445,OH-A129,2025-11-27,Scheduled,Medium,Closed,10.7,133.12,9.3
WO101446,OH-A119,2025-12-16,Unscheduled,Low,Closed,7.8,53.3,18.8
WO101447,OH-A103,2025-03-15,Scheduled,Low,Closed,3.0,377.98,4.7
WO101448,OH-A130,2025-11-11,Scheduled,High,Closed,7.9,1035.99,8.4
WO101449,OH-A122,2025-01-23,Cabin,Medium,Closed,0.7,1045.79,1.6
WO101450,OH-A115,2025-06-10,Unscheduled,Low,Closed,2.5,535.13,11.7
WO101451,OH-A111,2025-07-30,Inspection,Medium,Closed,2.9,1939.23,11.6
WO101452,OH-A123,2025-04-11,Cabin,High,Closed,2.4,480.34,9.4
WO101453,OH-A105,2025-08-26,Scheduled,High,Closed,11.1,331.23,7.0
WO101454,OH-A128,2025-07-30,Scheduled,Medium,Closed,8.3,494.76,14.2
WO101455,OH-A104,2025-12-07,Scheduled,High,Closed,7.0,193.83,18.3
WO101456,OH-A110,2025-12-09,Component Replacement,High,Closed,3.8,113.6,25.4
WO101457,OH-A124,2025-10-26,Unscheduled,Critical,Closed,8.8,151.61,11.3
WO101458,OH-A135,2025-10-16,Unscheduled,Medium,Closed,7.1,249.79,8.0
WO101459,OH-A119,2025-05-04,Scheduled,Medium,Closed,4.7,959.27,5.8
WO101460,OH-A130,2025-11-13,Scheduled,High,Closed,7.5,94.91,12.3
WO101461,OH-A144,2025-05-13,Unscheduled,Medium,Open,8.3,152.31,4.7
WO101462,OH-A128,2025-10-05,Scheduled,Medium,Closed,3.1,902.61,11.8
WO101463,OH-A136,2025-06-27,Component Replacement,High,Closed,12.7,282.35,4.8
WO101464,OH-A122,2025-07-03,Cabin,Critical,Closed,5.9,330.52,8.3
WO101465,OH-A112,2025-10-23,Cabin,Medium,Open,8.6,277.33,4.3
WO101466,OH-A117,2025-02-21,Unscheduled,Medium,Closed,5.7,2786.68,6.1
WO101467,OH-A116,2025-11-07,Scheduled,High,Closed,7.9,706.48,11.0
WO101468,OH-A126,2025-10-26,Unscheduled,Medium,Closed,5.2,519.03,15.4
WO101469,OH-A107,2025-06-22,Scheduled,Medium,Closed,5.4,491.49,6.8
WO101470,OH-A136,2025-08-26,Cabin,Low,In Progress,5.1,607.58,1.1
WO101471,OH-A107,2025-04-07,Inspection,Low,Closed,6.9,2561.15,1.9
WO101472,OH-A133,2025-10-10,Scheduled,Medium,Closed,9.5,277.57,2.0
WO101473,OH-A122,2025-02-13,Component Replacement,Medium,Closed,9.6,477.57,19.1
WO101474,OH-A135,2025-09-25,Scheduled,High,Closed,9.3,415.35,34.6
WO101475,OH-A108,2025-09-05,Component Replacement,Low,Closed,7.3,995.67,7.9
WO101476,OH-A110,2025-03-31,Unscheduled,Low,Closed,4.8,2219.14,2.1
WO101477,OH-A112,2025-10-25,Engine,Medium,Closed,1.2,224.02,4.0
WO101478,OH-A137,2025-04-15,Cabin,Low,In Progress,9.4,634.68,3.6
WO101479,OH-A112,2025-07-17,Unscheduled,High,Open,6.9,481.17,18.6
WO101480,OH-A116,2025-11-09,Inspection,Low,Closed,4.4,100.21,6.3
WO101481,OH-A106,2025-01-22,Scheduled,High,Closed,1.3,1064.39,49.6
WO101482,OH-A111,2025-05-29,Engine,Medium,Open,5.9,1926.4,3.5
WO101483,OH-A141,2025-08-17,Unscheduled,Critical,Closed,10.0,915.72,3.8
WO101484,OH-A105,2025-03-06,Cabin,Medium,Closed,3.3,214.41,6.3
WO101485,OH-A143,2025-07-07,Cabin,Critical,In Progress,13.1,103.88,5.8
WO101486,OH-A139,2025-08-23,Scheduled,Medium,Closed,18.3,765.93,16.7
WO101487,OH-A145,2025-11-15,Scheduled,Medium,Closed,4.8,137.08,8.8
WO101488,OH-A129,2025-04-19,Inspection,Low,Closed,5.2,151.44,12.9
WO101489,OH-A132,2025-10-31,Unscheduled,Medium,Closed,5.7,497.37,10.4
WO101490,OH-A140,2025-08-23,Scheduled,Low,Closed,4.7,842.05,10.4
WO101491,OH-A134,2025-07-06,Inspection,High,Closed,15.5,288.26,7.4
WO101492,OH-A126,2025-08-04,Inspection,Medium,Closed,5.7,328.11,17.5
WO101493,OH-A120,2025-12-27,Inspection,Medium,Closed,16.2,360.72,15.2
WO101494,OH-A141,2025-08-31,Scheduled,Low,Closed,3.1,161.41,4.6
WO101495,OH-A115,2025-06-07,Scheduled,Low,Open,7.2,275.86,6.4
WO101496,OH-A126,2025-12-29,Scheduled,Medium,Closed,3.9,80.04,4.2
WO101497,OH-A102,2025-09-10,Component Replacement,Medium,Closed,2.6,841.72,9.1
WO101498,OH-A131,2025-04-12,Unscheduled,Medium,Closed,4.2,6556.76,11.1
WO101499,OH-A106,2025-08-11,Unscheduled,Critical,Closed,4.4,428.41,5.8
WO101500,OH-A102,2025-12-23,Cabin,Low,Closed,5.7,1327.51,6.5
WO101501,OH-A114,2025-09-13,Cabin,Medium,In Progress,2.0,310.55,4.6
WO101502,OH-A132,2025-10-06,Scheduled,Low,Closed,14.8,104.96,3.9
WO101503,OH-A139,2025-08-30,Component Replacement,Medium,Closed,7.7,3832.19,6.3
WO101504,OH-A128,2025-11-09,Scheduled,Medium,Open,9.0,173.18,7.5
WO101505,OH-A131,2025-01-30,Component Replacement,Medium,Closed,6.8,1040.1,4.5
WO101506,OH-A111,2025-10-20,Scheduled,High,Closed,11.7,500.73,3.7
WO101507,OH-A105,2025-11-25,Scheduled,Low,Closed,5.1,1322.36,29.2
WO101508,OH-A105,2025-01-09,Cabin,Low,Closed,6.7,377.25,6.0
WO101509,OH-A103,2025-10-15,Inspection,Low,Closed,3.6,125.98,9.7
WO101510,OH-A116,2025-07-03,Unscheduled,Medium,Closed,6.0,207.54,12.4
WO101511,OH-A135,2025-05-21,Cabin,Low,Closed,6.4,4239.63,10.4
WO101512,OH-A102,2025-02-08,Scheduled,Medium,Closed,3.9,555.39,13.3
WO101513,OH-A116,2025-04-27,Scheduled,Medium,Closed,7.6,3559.63,9.2
WO101514,OH-A128,2025-09-03,Unscheduled,Medium,Closed,8.0,279.34,2.4
WO101515,OH-A102,2025-07-07,Component Replacement,Medium,Closed,9.1,823.71,9.5
WO101516,OH-A126,2025-01-22,Inspection,High,Closed,7.9,111.73,6.8
WO101517,OH-A119,2025-04-22,Unscheduled,Critical,Closed,6.1,415.62,4.4
WO101518,OH-A144,2025-01-13,Unscheduled,Medium,Closed,10.0,3726.03,24.1
WO101519,OH-A123,2025-05-13,Inspection,High,Closed,6.7,184.23,1.9
WO101520,OH-A124,2025-11-27,Unscheduled,High,Closed,1.7,202.27,11.5
WO101521,OH-A140,2025-10-04,Scheduled,Low,Closed,2.7,922.97,11.1
WO101522,OH-A135,2025-12-01,Scheduled,Medium,Closed,3.6,452.42,20.5
WO101523,OH-A126,2025-03-02,Component Replacement,Medium,Closed,4.2,2686.86,10.2
WO101524,OH-A131,2025-08-16,Engine,High,Closed,7.6,317.05,5.6
WO101525,OH-A119,2025-04-20,Unscheduled,High,Open,12.0,432.16,1.8
WO101526,OH-A133,2025-06-17,Unscheduled,Medium,Closed,8.4,553.83,2.0
WO101527,OH-A114,2025-12-20,Inspection,Medium,Closed,7.4,137.58,6.1
WO101528,OH-A115,2025-10-30,Scheduled,Medium,Closed,2.0,110.1,18.5
WO101529,OH-A139,2025-09-12,Inspection,Medium,Closed,1.3,100.51,2.4
WO101530,OH-A119,2025-12-18,Unscheduled,Medium,Closed,12.9,14.76,9.4
WO101531,OH-A125,2025-07-02,Unscheduled,Medium,Closed,5.0,370.54,17.4
WO101532,OH-A105,2025-01-20,Scheduled,High,Closed,7.7,109.87,22.9
WO101533,OH-A116,2025-11-29,Cabin,Medium,Closed,8.2,235.33,7.1
WO101534,OH-A131,2025-02-07,Scheduled,Low,Closed,17.8,1118.87,1.1
WO101535,OH-A125,2025-04-08,Scheduled,Low,Closed,15.0,156.66,15.9
WO101536,OH-A114,2025-11-27,Unscheduled,Medium,In Progress,19.5,804.17,6.0
WO101537,OH-A101,2025-11-20,Component Replacement,Medium,Open,9.0,83.08,11.7
WO101538,OH-A126,2025-02-06,Component Replacement,Medium,In Progress,13.6,203.36,11.9
WO101539,OH-A116,2025-11-09,Unscheduled,Medium,Closed,3.2,2300.92,4.2
WO101540,OH-A144,2025-09-18,Inspection,High,Closed,18.0,263.01,0.8
WO101541,OH-A102,2025-02-09,Unscheduled,High,Closed,9.9,1462.37,9.2
WO101542,OH-A132,2025-07-22,Scheduled,Medium,Closed,5.4,4253.13,14.3
WO101543,OH-A118,2025-04-07,Scheduled,Medium,Closed,10.4,265.38,16.6
WO101544,OH-A112,2025-07-10,Unscheduled,Medium,Closed,12.1,207.32,10.8
WO101545,OH-A134,2025-03-09,Inspection,Medium,Closed,8.6,46.51,13.7
WO101546,OH-A124,2025-02-05,Inspection,Low,Open,0.9,540.13,4.9
WO101547,OH-A103,2025-08-26,Cabin,Medium,Closed,12.4,589.49,17.4
WO101548,OH-A128,2025-09-23,Unscheduled,Medium,Closed,6.2,871.95,15.0
WO101549,OH-A108,2025-03-11,Inspection,Medium,Open,8.6,1621.89,12.5
WO101550,OH-A140,2025-08-08,Cabin,High,Closed,3.5,144.62,5.2
WO101551,OH-A111,2025-06-29,Scheduled,Low,Closed,5.5,2620.46,8.6
WO101552,OH-A138,2025-12-06,Unscheduled,Low,Closed,4.9,304.36,6.7
WO101553,OH-A115,2025-07-26,Component Replacement,High,Closed,3.1,580.37,7.1
WO101554,OH-A115,2025-06-25,Inspection,Medium,Closed,1.7,377.13,13.2
WO101555,OH-A100,2025-01-04,Cabin,Low,Closed,5.6,186.54,12.5
WO101556,OH-A144,2025-11-30,Inspection,Medium,Closed,3.7,121.65,1.4
WO101557,OH-A126,2025-08-30,Cabin,Low,Closed,7.2,497.85,5.1
WO101558,OH-A107,2025-03-09,Scheduled,Medium,Closed,7.8,153.83,11.0
WO101559,OH-A101,2025-01-03,Engine,Medium,Closed,15.1,323.63,7.3
WO101560,OH-A113,2025-03-16,Scheduled,Critical,Closed,0.5,267.16,3.4
WO101561,OH-A123,2025-07-03,Scheduled,Low,Closed,4.7,280.83,16.2
WO101562,OH-A101,2025-12-13,Scheduled,Medium,Closed,-2.0,66.73,49.9
WO101563,OH-A117,2025-08-15,Inspection,Medium,Closed,7.7,16.99,3.4
WO101564,OH-A114,2025-02-06,Scheduled,Low,In Progress,8.4,933.6,1.5
WO101565,OH-A141,2025-03-12,Scheduled,Low,In Progress,7.0,1243.26,22.0
WO101566,OH-A119,2025-03-28,Inspection,Low,Closed,11.0,31.13,4.6
WO101567,OH-A105,2025-01-28,Unscheduled,Low,Closed,7.0,612.89,13.8
WO101568,OH-A111,2025-02-21,Unscheduled,High,Closed,6.9,501.32,4.5
WO101569,OH-A139,2025-02-03,Inspection,High,Closed,3.6,107.33,25.0
WO101570,OH-A100,2025-09-17,Engine,Medium,Open,4.0,990.15,14.5
WO101571,OH-A106,2025-09-07,Component Replacement,Medium,Closed,7.7,1259.15,4.6
WO101572,OH-A100,2025-10-12,Unscheduled,Medium,Closed,5.2,1163.71,4.0
WO101573,OH-A102,2025-03-08,Engine,Low,Closed,2.5,2309.62,4.3
WO101574,OH-A144,2025-11-26,Engine,Medium,Closed,4.9,1096.74,6.1
WO101575,OH-A147,2025-05-17,Unscheduled,Critical,Closed,10.0,175.66,16.7
WO101576,OH-A135,2025-02-23,Scheduled,Low,Closed,7.3,410.5,1.7
WO101577,OH-A104,2025-02-27,Scheduled,Low,In Progress,4.5,593.14,5.1
WO101578,OH-A133,2025-04-28,Inspection,Low,Closed,6.3,1842.65,14.7
WO101579,OH-A137,2025-02-02,Cabin,Medium,Closed,10.6,313.84,15.0
WO101580,OH-A137,2025-04-26,Scheduled,High,Closed,3.5,214.36,17.8
WO101581,OH-A135,2025-08-30,Unscheduled,Medium,Open,3.3,77.17,2.7
WO101582,OH-A133,2025-12-22,Scheduled,Medium,Closed,7.2,965.94,7.0
WO101583,OH-A121,2025-01-02,Inspection,Medium,Closed,4.9,497.29,4.9
WO101584,OH-A102,2025-08-01,Engine,High,Closed,7.1,169.6,23.3
WO101585,OH-A139,2025-03-27,Component Replacement,Medium,Closed,6.6,871.78,9.2
WO101586,OH-A144,2025-05-04,Cabin,Medium,Closed,7.1,287.1,4.1
WO101587,OH-A124,2025-08-24,Unscheduled,Low,Closed,15.4,107.26,22.4
WO101588,OH-A120,2025-04-20,Inspection,Low,Closed,2.9,1526.62,7.6
WO101589,OH-A144,2025-06-10,Cabin,Critical,Closed,9.2,51.26,9.1
WO101590,OH-A121,2025-04-27,Inspection,Medium,In Progress,8.1,465.82,25.7
WO101591,OH-A117,2025-05-13,Cabin,Low,Closed,9.0,361.11,9.5
WO101592,OH-A142,2025-09-17,Scheduled,High,Closed,1.9,78.35,18.9
WO101593,OH-A144,2025-04-17,Scheduled,Critical,Closed,9.8,558.59,6.2
WO101594,OH-A109,2025-07-20,Scheduled,Low,Closed,5.6,201.65,14.2
WO101595,OH-A113,2025-10-17,Engine,Medium,Closed,7.0,2172.39,10.0
WO101596,OH-A115,2025-08-16,Scheduled,Critical,Closed,6.0,1101.06,15.9
WO101597,OH-A107,2025-10-05,Engine,Low,Closed,3.8,503.28,9.2
WO101598,OH-A141,2025-06-21,Unscheduled,Medium,Closed,5.7,33.39,9.0
WO101599,OH-A146,2025-06-19,Inspection,Medium,Closed,6.5,231.44,18.3
WO101600,OH-A124,2025-01-10,Component Replacement,High,Closed,8.6,214.27,5.1
WO101601,OH-A134,2025-09-15,Unscheduled,Medium,Closed,7.8,1353.38,5.6
WO101602,OH-A120,2025-09-08,Scheduled,Medium,In Progress,6.1,482.01,28.3
WO101603,OH-A147,2025-07-06,Inspection,Medium,Closed,6.7,553.85,4.9
WO101604,OH-A145,2025-09-22,Cabin,High,Closed,6.7,1115.85,6.4
